omega_rad_s,heading_deg,method,body,dof,load,Cd
1.3,0,far_field_global,0,2,1.07204425245065e-07,2.13303591269021e-12
1.3,0,far_field_global,0,3,0,0
1.3,0,far_field_global,0,4,0,0
1.3,0,far_field_global,0,5,0,0
1.3,0,far_field_global,0,6,-1.87581940670859e-07,-3.73229943734515e-13
1.3,45,near_field,1,1,117646.54969508,2.34080183658511
1.3,45,near_field,1,2,117644.293577693,2.34075694683919
1.3,45,near_field,1,3,133687.787155637,2.65997276175114
1.3,45,near_field,1,4,63.4028846758624,0.000126152096494725
1.3,45,near_field,1,5,-63.4134680948851,-0.000126173154219537
1.3,45,near_field,1,6,-0.0104377751336492,-2.07679385974633e-08
1.3,45,far_field_global,0,1,-8710.51705171684,-0.173312301679149
1.3,45,far_field_global,0,2,-8710.51705203786,-0.173312301685536
1.3,45,far_field_global,0,3,0,0
1.3,45,far_field_global,0,4,0,0
1.3,45,far_field_global,0,5,0,0
1.3,45,far_field_global,0,6,1.19321641287738e-06,2.37413096937059e-12
1.3,90,near_field,1,1,0.256234122599224,5.09826515380688e-06
1.3,90,near_field,1,2,166529.672335664,3.31342452336738
1.3,90,near_field,1,3,133680.363951992,2.65982506299779
1.3,90,near_field,1,4,71.2187722457075,0.000141703291175279
1.3,90,near_field,1,5,0.00220514790693804,4.3875611175006e-09
1.3,90,near_field,1,6,-0.00506312575564817,-1.00740515539133e-08
1.3,90,far_field_global,0,1,-2.17608272803855e-07,-4.32973041670664e-12
1.3,90,far_field_global,0,2,-12316.9037840447,-0.24506822404448
1.3,90,far_field_global,0,3,0,0
1.3,90,far_field_global,0,4,0,0
1.3,90,far_field_global,0,5,0,0
1.3,90,far_field_global,0,6,-2.63889035511992e-06,-5.25057420368168e-12
1.4,0,near_field,1,1,458992.65549567,9.13253175505811
1.4,0,near_field,1,2,-1.06904241248114,-2.12706318120595e-05
1.4,0,near_field,1,3,316670.162884349,6.30075510750306
1.4,0,near_field,1,4,0.0215101017071373,4.27984379581895e-08
1.4,0,near_field,1,5,-228.671559123343,-0.000454985553726855
1.4,0,near_field,1,6,-0.007298375966079,-1.4521506928818e-08
1.4,0,far_field_global,0,1,-115856.710187329,-2.30518957581083
1.4,0,far_field_global,0,2,-2.39370081840718e-06,-4.76272299228944e-11
1.4,0,far_field_global,0,3,0,0
1.4,0,far_field_global,0,4,0,0
